wiek	waga	wzrost	plec	stan_cywilny	liczba_dzieci	budynek	wydatki	oszczednosci
26	73.2	165.8	K	FALSE	2	kamienica	1962.65	-49.23
45	80.2	208.12	K	FALSE	0	jednorodzinny	2682.8	555.17
35	70.4	171.49	K	FALSE	0	wielka_plyta	991.17	177.92
37	63.7	177.41	K	FALSE	0	kamienica	1568.58	346.98
42	72.4	144.25	M	FALSE	2	jednorodzinny	3743.55	512.95
44	57.9	172.39	M	TRUE	2	kamienica	3239.84	505.34
72	68.3	180.26	NA	FALSE	1	apartament	770.6	3503.9
39	60.6	158.83	K	FALSE	2	wielka_plyta	2593.95	243.58
30	68.4	177.2	M	FALSE	1	loft	587.72	278.92
49	52.3	154.26	M	FALSE	2	wielka_plyta	1761.89	1280.6
39	59.8	116.76	K	FALSE	2	jednorodzinny	4457.02	-283.92
36	55.3	165.61	M	FALSE	0	kamienica	1924.94	344.9
26	96.2	194.31	M	FALSE	0	jednorodzinny	1595	-66.07
39	84.7	167.23	M	FALSE	0	wielka_plyta	1018.64	678.35
27	64.5	178.09	K	FALSE	1	kamienica	1341.94	168.48
34	75	176.23	K	FALSE	1	apartament	2830.69	184.64
38	85.4	218.28	K	TRUE	3	jednorodzinny	2432.19	585.69
28	93.3	170.54	M	TRUE	2	jednorodzinny	3429.18	-238.49
57	73.2	183.2	K	TRUE	4	wielka_plyta	2208.72	1818.89
56	80.3	185.52	K	FALSE	1	jednorodzinny	2561.25	1496.76
45	71.2	194.71	M	TRUE	4	jednorodzinny	3901.84	629.29
44	86.4	177.62	M	TRUE	2	jednorodzinny	3744.82	549.48
44	56.2	147.69	M	FALSE	3	wielka_plyta	3160.23	610.98
27	81.9	186.56	M	TRUE	1	jednorodzinny	1683.39	112.97
43	73.8	177.76	K	TRUE	3	loft	2532.88	906.39
51	58.8	173.31	K	FALSE	1	jednorodzinny	2878.24	1017.04
36	73.7	153.9	NA	TRUE	2	jednorodzinny	4083.21	-226.5
35	60.1	155.06	M	FALSE	0	jednorodzinny	2346.2	182.99
39	82.2	197.49	K	FALSE	3	jednorodzinny	3238.07	254.52
28	61.7	159.92	K	TRUE	1	kamienica	2004.59	-97.14
23	61.5	173.89	K	TRUE	1	kamienica	1596.84	-424.99
39	73.3	190.49	M	FALSE	1	jednorodzinny	2628.72	458.79
41	82	194.35	M	TRUE	2	jednorodzinny	2828.21	596.77
43	65.1	178.16	K	FALSE	1	jednorodzinny	2772.16	547.18
40	76.8	187.44	K	TRUE	4	jednorodzinny	3639.18	408.38
56	85.7	190.4	M	FALSE	0	loft	711.37	1881.11
32	90.6	190.11	M	FALSE	2	kamienica	2285.52	69.58
24	70.7	177.58	M	FALSE	0	loft	1071.77	198.03
35	77.1	188.36	K	FALSE	1	wielka_plyta	1267.51	357.02
42	74.4	186.28	M	FALSE	0	jednorodzinny	2051.95	626.58
46	74	179.65	M	FALSE	1	kamienica	2705.7	704.01
39	47	154.74	K	FALSE	1	jednorodzinny	2902.7	203.95
40	71	172.16	M	FALSE	0	jednorodzinny	2523.42	378.64
54	60.5	168.03	K	FALSE	1	jednorodzinny	3144.14	1101.98
50	64.6	135.6	M	TRUE	6	wielka_plyta	4209.88	915.7
38	75.9	166.5	M	FALSE	0	loft	1812.91	311.01
31	69	177.7	K	FALSE	1	jednorodzinny	2320.13	1.56
45	49.9	148.57	K	TRUE	4	jednorodzinny	4831.53	408.01
28	75	194.41	M	FALSE	1	kamienica	1196.79	-81.38
49	70.7	172.11	K	TRUE	6	loft	3025.69	1360.72
55	75	159.05	M	FALSE	1	jednorodzinny	3128.97	1290.65
42	47.7	163.64	K	TRUE	4	kamienica	4349.77	321.76
32	53.8	158.92	NA	TRUE	1	apartament	1843.88	554.67
33	58	158.95	NA	FALSE	0	jednorodzinny	2067.04	-52.29
42	67.3	169.42	K	FALSE	0	jednorodzinny	2026.64	715.61
39	96.3	216.99	M	FALSE	1	jednorodzinny	2234.94	446.01
30	51.8	142.22	M	TRUE	1	jednorodzinny	2199.57	-213.96
66	50.9	162.4	M	FALSE	0	kamienica	1720.98	2305.07
41	88.5	161.95	K	FALSE	0	kamienica	2438.68	514.04
38	68.9	173.39	K	TRUE	2	kamienica	3569.12	25.46
57	67.6	160.38	K	TRUE	1	kamienica	2702.92	1341.23
35	76.5	180.25	K	FALSE	0	apartament	1568.36	610.52
47	67.1	139.41	K	TRUE	3	jednorodzinny	4684.83	479.31
31	83.5	176.2	NA	FALSE	1	apartament	2631.53	26.55
40	82.1	213.3	NA	FALSE	2	jednorodzinny	2372.57	673.61
37	55.3	146.32	NA	FALSE	0	loft	836.65	584.34
28	48.1	162.36	M	FALSE	1	wielka_plyta	1320.53	-262.09
49	46.5	148.99	M	FALSE	2	loft	2599.22	978.6
26	64.3	178.35	K	FALSE	1	jednorodzinny	2589.31	-451.62
42	61.9	151.88	NA	FALSE	2	loft	2714.59	331.77
38	70.6	177.82	M	FALSE	2	kamienica	3213.4	195.69
34	76.3	182.36	K	FALSE	2	loft	1729.41	445.35
39	78.8	190.99	K	TRUE	0	wielka_plyta	1584.07	257.38
36	86.8	192.41	K	TRUE	2	kamienica	3354.56	-80.24
33	79.7	194.26	K	TRUE	5	jednorodzinny	3937.33	160.36
46	67.6	177.22	M	FALSE	1	jednorodzinny	3029.53	645.9
52	61.4	153.7	K	TRUE	0	wielka_plyta	2052.32	967.73
36	46.4	129.6	K	TRUE	0	kamienica	1539.99	265.32
51	61.2	165.25	K	FALSE	1	kamienica	2726.2	1000.44
39	70.1	173.89	M	FALSE	2	loft	1035.92	919.28
37	91.8	177.15	K	TRUE	3	jednorodzinny	3408.93	388.38
30	67	172.21	M	TRUE	4	kamienica	3562.4	-123.53
34	64.3	176.49	M	TRUE	5	jednorodzinny	4314.38	-273.26
52	61.8	164.64	M	FALSE	2	jednorodzinny	3332.13	1077.84
31	56.8	172.11	K	FALSE	0	jednorodzinny	1410.26	131.86
50	88.6	187.18	M	FALSE	1	kamienica	1915.21	1314.66
53	74.9	175.68	K	FALSE	0	jednorodzinny	2234.76	1340.54
31	52.4	135.75	K	FALSE	3	kamienica	3748.51	-282.97
28	92.8	201.36	M	TRUE	3	kamienica	2032.87	145.45
32	57.5	135.32	K	FALSE	2	apartament	2715.71	244.56
39	79.3	167.14	K	FALSE	0	kamienica	2483.65	255.52
67	56.2	172.06	M	FALSE	4	wielka_plyta	2783.9	2099.98
60	64.4	184.87	K	FALSE	0	jednorodzinny	2146.99	1749.13
48	62.5	184.22	K	FALSE	1	apartament	3082.42	820.31
40	64.6	158.79	K	FALSE	0	wielka_plyta	1565.95	144.15
23	65.6	170.76	K	FALSE	1	wielka_plyta	1455.36	-556.83
40	64.7	171.11	K	FALSE	0	jednorodzinny	2964.68	152.2
32	75.6	187.11	K	FALSE	0	jednorodzinny	2401.28	-142.68
